MT_e1_0d - WT_0d_e1	4.910331e+01
MT_e1_1d - WT_1d_e1	2.888661e+01
MT_e1_7d - WT_7d_e1	4.347993e+01
MT_e1_21d - WT_21d_e1	1.549971e+02
