0	0	0	0	0	0	0	0
0	3.3133e+06	0	1.2204e+06	0	3.9673e+05	0	0
0	8078.9	0	6275.9	0	2593.1	0	2.0699e+08
0	1.633e+05	0	79090	0	29806	0	8.9705e+10
0	8037.5	0	4490.6	0	2322.3	0	1.6535e+08
0	8148.5	0	4542.4	0	2268.9	0	1.6517e+08
0	417.95	0	301.29	0	180.2	0	3.4815e+05
0	407.77	0	275.52	0	174.56	0	3.0607e+05
0	416.16	0	313.48	0	177.57	0	3.321e+05
0	418.12	0	309.51	0	183.59	0	3.9294e+05
0	401.68	0	335.68	0	211.64	0	4.051e+05
0	420.29	0	351.24	0	182.9	0	3.6558e+05
0	420.29	0	351.24	0	182.9	0	3.6558e+05
0	420.29	0	351.24	0	182.9	0	3.6558e+05
0	426.61	0	338.84	0	188.38	0	3.6882e+05
0	426.61	0	338.84	0	188.38	0	3.6882e+05
0	433.13	0	333.69	0	188.12	0	3.5898e+05
0	433.13	0	20.437	0	20.201	0	3699.5
0	433.13	0	20.437	0	20.201	0	3699.5
0	433.13	0	20.437	0	20.201	0	3699.5
0	62.428	0	8.552	0	88.742	0	11731
0	445.23	0	338.84	0	188.38	0	3.6882e+05
0	436.94	0	354.23	0	188.43	0	3.743e+05
0	420.86	0	305.07	0	169.94	0	3.2377e+05
0	75.77	0	35.94	0	30.311	0	2889.3
0	84.847	0	37.7	0	33.698	0	3038.3
0	431.18	0	304.13	0	177.95	0	3.2607e+05
0	29.432	0	29.305	0	56.32	0	3153.3
0	53.588	0	7.8106	0	103.31	0	4342.5
0	48.88	0	23.344	0	43.115	0	3394.5
0	416.45	0	312.06	0	195.21	0	3.2764e+05
0	409.99	0	324.56	0	184.04	0	3.6465e+05
0	409.99	0	324.56	0	184.04	0	3.6465e+05
0	409.99	0	324.56	0	184.04	0	3.6465e+05
0	459.33	0	314.45	0	201.49	0	3.7784e+05
0	8238.1	0	4719.7	0	2308.6	0	1.8158e+08
0	76.733	0	32.091	0	30.937	0	2660.2
0	86.111	0	32.753	0	32.064	0	2650.4
0	7988	0	5472.2	0	2414.6	0	2.0251e+08
0	8043	0	5139.7	0	2475.5	0	1.8329e+08
0	432.35	0	525.33	0	284.09	0	5.7262e+05
0	413.59	0	288.16	0	188.65	0	3.535e+05
0	422.95	0	317.22	0	179.02	0	3.4881e+05
0	427.6	0	285.76	0	180.57	0	3.2395e+05
0	8829.5	0	4740.5	0	2530.4	0	1.7896e+08
0.076349	2.809	0	2.5121	1.3382	4.1288	0	13.321
0	417.52	0	346.2	0	193.87	0	3.617e+05
0	413.94	0	274.93	0	176.67	0	3.0983e+05
0	1183.2	0	464.83	0	509.27	0	4.3914e+06
0	411.14	0	275.81	0	188.35	0	3.3444e+05
0	8263.3	0	5449.9	0	2364.7	0	1.8862e+08
0	38.831	0	26.88	0	36.922	0	5936
0	25.05	0	13.294	0	43.793	0	5394.3
0	1.6277e+09	0	3.4858e+08	0	7.6758e+07	0	0
0	3.3095e+06	0	1.3116e+06	0	4.3672e+05	0	0
0	0	0	0	0	0	0	0
0	402.57	0	272.76	0	176.67	0	3.0517e+05
0	416.66	0	296.73	0	172.46	0	3.281e+05
0	418.73	0	287.79	0	182.19	0	3.3586e+05
0	419.28	0	295.98	0	196.25	0	3.4418e+05
0	71.828	0	84.019	0	24.646	0	6853.4
0	715.34	0	296.75	0	1149.9	0	5.2378e+06
0	418.42	0	304.57	0	175.89	0	3.3768e+05
0	427.6	0	285.76	0	180.57	0	3.2395e+05
0	29.733	0	31.396	0	23.721	0	1434.3
0	8325.2	0	5387.9	0	2518.4	0	2.2278e+08
0	31.087	0	29.245	0	23.384	0	1230
0	51.079	0	22.94	0	42.203	0	3378.2
0	436.33	0	330.93	0	159.61	0	2.874e+05
0	7944.2	0	4704.7	0	2423	0	1.7892e+08
0	20.352	0	16.851	0	13.453	0	571.16
0	20.45	0	20.363	0	14.262	0	627.09
0	8151.7	0	5519.4	0	2464.2	0	1.8411e+08
0	35.572	0	19.533	0	25.427	0	2951.2
0	398	0	283.52	0	183.69	0	3.1696e+05
