124.4	124.38	124.29	74.728
248.8	248.76	248.57	149.46
497.6	497.52	497.14	298.91
216.25	216.26	216.34	0
106.63	106.61	106.53	64.052
93.174	93.096	92.566	54.155
201.21	201.2	201.13	113.28
0	0	0	0
97.324	97.321	97.287	65.778
70.517	70.535	70.543	37.937
70.641	70.596	70.543	37.937
34.567	34.567	34.547	18.339
0.050916	0.047454	0.031477	0
0.050916	0.047454	0.031477	0
34.026	34.027	34.011	17.984
68.593	68.593	68.558	36.324
33.802	33.802	33.789	17.837
102.39	102.4	102.35	54.161
1.9756	1.9891	2.0165	1.6135
2.466	2.467	2.4793	1.6135
2.7949	2.7701	2.5514	1.6135
1.2268	1.2281	1.2285	0.79966
1.5574	1.5299	1.3122	0.80673
0.010776	0.012123	0.010673	0.007077
0.0091303	0.012123	0.022565	-1.8203e-17
0.0016459	0	0.011583	0.007077
0.0091303	0.012123	0.022565	-1.1543e-17
0	0.0013612	0	-7.1653e-18
0	1.0512e-09	0.023475	0
0	0	0	0
0.10129	0.11987	0.25785	0
0.32894	0.30314	0.072037	0
-1.7148e-17	0	0	0
-22.817	-22.822	-22.871	-25.57
3.9389	3.9173	3.8414	2.2708
3.9389	3.9173	3.8414	2.2708
0	0	0	0
0	0	0	0
3.7626	3.7412	3.6667	2.155
3.3711	3.3809	3.4594	2.1534
3.3711	3.3809	3.4594	2.1534
0.17634	0.1761	0.17466	0.11581
0.17634	0.1761	0.17466	0.11581
-0.11877	-0.13296	-0.23816	-0.017475
0.16847	0.18259	0.28739	0.050113
0	0	0	0
0.0023843	0.0023811	0.0023615	0.0015659
0.0023843	0.0023811	0.0023615	0.0015659
1.5368	1.5347	1.5221	1.0093
1.5368	1.5347	1.5221	1.0093
0	0	0	0
6.1857	6.201	6.3765	38.104
0.032996	0.095438	0.46588	0
-8.6219	-8.6282	-8.684	-5.1972
-8.5889	-8.5328	-8.2925	-5.1972
-8.5889	-8.5328	-8.2925	-5.1972
-17.702	-17.703	-17.825	-13.42
17.702	17.703	17.825	13.42
0	0	0	1.1472
0	0	0	0
0.12369	0.060721	0	0
-201.21	-201.2	-201.13	-113.28
6.0118	5.9974	5.925	4.272
6.0118	5.9974	5.925	4.272
0	0	0	0
0	0	0	0
3.8992	3.8949	3.8486	1.2241
3.8992	3.8949	3.8486	1.2241
3.8992	3.8949	3.8486	1.2241
3.8992	3.8949	3.8486	1.4093
3.8992	3.8949	3.8486	1.2241
2.8839	2.8994	2.8758	0
2.6642	2.6571	2.6355	1.1397
0	0	0	0
0	-1.4152e-16	-1.0052e-17	0.1852
-3.8871e-10	1.0705e-16	7.8796e-17	0.1852
0	0	0	0.1852
2.3128	2.3106	2.2774	0.18226
1.0253	1.02	0.976	0
-12.594	-12.49	-12.139	-41.696
9.6762	9.6895	9.8069	12.343
11.998	12.009	12.093	12.531
5.9991	6.0046	6.0466	6.2654
27.673	27.703	27.947	31.139
9.2202	9.3	9.7801	0.0055395
9.2202	9.3	9.7801	0.0055395
9.2118	9.2916	9.7717	0
4.6059	4.6458	4.8859	0
6.4593	6.5481	6.9516	2.249e-24
5.9861	6.0241	6.2528	0.90641
5.9861	6.0241	6.2528	0.90641
5.9861	6.0241	6.2528	0.90641
5.9861	6.0241	6.2528	0.90641
2.7525	2.7435	2.8201	0
2.7525	2.7435	2.8201	0
2.7525	2.7435	2.8201	-1.7695e-13
2.7525	2.7435	2.8201	-4.8958e-09
0	0	0	0
0	0	0	0
199.95	199.78	199.53	109.71
-199.95	-199.78	-199.53	-109.71
-33.975	-33.979	-33.98	-17.984
0.54072	0.53998	0.53555	0.35511
0.54072	0.53998	0.53555	0.35511
0.54072	0.53998	0.53555	0.35511
0.54072	0.53998	0.53555	0.35511
0.53916	0.53842	0.534	0.35408
0.53916	0.53842	0.534	0.35408
0.53916	0.53842	0.534	0.35408
0.2245	0.22419	0.22235	0.14743
-4.9319	-4.919	-4.9298	-3.5629
0.025855	0.0090989	0	0
0.64929	0.6208	0.38018	-1.5436e-15
5.7334	5.7841	6.0362	6.3652
0	0	0	0
0	0.058548	0.35761	0
0.45366	0.5131	0.85253	0
0	0	0	0
0	2.4742e-17	0	-4.5889e-09
0.88686	0.86717	0.84548	1.1397
0	0	0	3.0705e-10
1.1065	1.1094	1.0858	0
0	-5.9723e-17	0	3.0705e-10
1.5882	1.6593	1.9078	0
2.1825	2.1072	1.8136	1.1397
0	4.2443e-17	0	3.0705e-10
0	0	0	0
0	0	0	0
0	0	0	1.5993e-09
0.1285	0.12833	0.12727	0.08439
4.0154	4.0099	3.9769	2.637
