MT_e1_0d - WT_0d_e1	4.945461e+01
MT_e1_1d - WT_1d_e1	2.968477e+01
MT_e1_7d - WT_7d_e1	4.466037e+01
MT_e1_21d - WT_21d_e1	6.914910e+02
