0.60006	0.61654	0.70463	62.138
1.2001	1.2331	1.4093	124.28
2.4002	2.4662	2.8185	248.55
5.2357	5.2244	4.9079	95.768
0.51433	0.52847	0.60397	53.261
7.7689	7.8532	8.4073	54.318
1.5377	1.5435	1.6113	87.318
0.010536	0	0.6444	0
0.5923	0.59723	0.62943	37.643
0.22089	0.20493	0.18976	37.643
0.064993	0.11823	0.18976	37.643
-0.38106	-0.37958	-0.35418	18.208
-0.056121	-0.052012	-0.03094	0
-0.056121	-0.052012	-0.03094	0
-0.50244	-0.50169	-0.48074	17.85
-0.88349	-0.88127	-0.83492	36.059
-0.55283	-0.55239	-0.53328	17.702
-1.4363	-1.4337	-1.3682	53.76
1.0483	1.0342	0.99374	1.5838
0.5421	0.54166	0.52349	1.5838
0.19529	0.22688	0.45051	1.5838
0.26394	0.26302	0.2606	0.80622
-0.071063	-0.037358	0.18738	0.77045
0.002419	0.0012182	0.0025221	0.0071351
-0.0093886	-0.011977	-0.024382	-3.6245e-18
0.011808	0.013195	-0.00023307	-0.035777
-0.0093886	-0.011977	-0.024382	0
0	-0.0012155	0	0
0	-8.3685e-25	-0.027137	-0.042912
0	0	0	2.6551e-17
-0.1158	-0.1374	-0.29121	0
-0.34681	-0.31478	-0.072988	0
1.8424e-18	0	-1.6122e-17	0
-0.14814	-0.14275	-0.080067	2.3323
0.27939	0.30155	0.39054	2.3323
0.27939	0.30155	0.39054	2.3323
0	0	0	0
3.9522e-18	-8.7732e-17	-2.0878e-17	6.9473e-15
0.2398	0.26172	0.34927	2.2156
0.62963	0.61632	0.52774	2.214
0.62963	0.61632	0.52774	2.214
0.039585	0.039826	0.041273	0.11676
0.039585	0.039826	0.041273	0.11676
0.10044	0.1182	0.23347	-0.060531
-0.089286	-0.10697	-0.22183	0.093437
0	0	0	0
0.00053522	0.00053848	0.00055805	0.0015787
0.00053522	0.00053848	0.00055805	0.0015787
0.34497	0.34708	0.35969	1.0176
0.34497	0.34708	0.35969	1.0176
0	0	0	0
-2.1654	-2.1772	-2.202	-44.992
-0.21805	-0.24744	-0.50742	0
-0.64334	-0.64232	-0.63704	-4.895
-0.86462	-1.0187	-1.3008	-4.895
-0.86462	-1.0187	-1.3008	-4.895
-1.0461	-1.0298	-0.88306	9.2945
1.0461	1.0298	0.88306	-9.2945
0	0	0	-1.4994
0	0	0	0
-0.1559	-0.086708	0	0
-1.5272	-1.5435	-0.96689	-87.318
2.2993	2.1919	2.1704	4.3703
2.2993	2.1919	2.1704	4.3703
0	0	0	0
0.88814	0.88814	0.88814	0.2066
-1.2828	-1.2761	-1.2202	1.579
-1.2828	-1.2761	-1.2202	1.579
-1.2828	-1.2761	-1.2202	1.579
-1.2828	-1.2761	-1.2202	1.4204
-1.2828	-1.2761	-1.2202	1.579
-0.82267	-0.86125	-0.83046	-0.97593
-0.53334	-0.55076	-0.51634	1.1491
0.0013347	0.28618	0.73654	0
1.8747e-17	8.2261e-10	2.5129e-17	-0.15858
1.4778e-16	3.68e-17	-5.6283e-18	-0.15858
3.6047e-23	0	0	-0.15858
-1.9837	-1.9792	-1.9364	0.18376
-0.99743	-0.98981	-0.95678	0
3.7702	3.8208	3.4809	40.947
-1.0271	-1.0398	-1.1568	-22.071
-3.0088	-3.0169	-3.091	-21.881
-1.5044	-1.5085	-1.5455	-10.941
-5.5403	-5.5652	-5.7933	-54.893
-9.2052	-9.2869	-9.7755	-0.55779
-9.2052	-9.2869	-9.7755	-0.55779
-9.2071	-9.2888	-9.7775	-0.56338
-4.6036	-4.6444	-4.8887	-0.28169
-6.5769	-6.6405	-6.9866	0
-4.2938	-4.3327	-4.5657	0.63216
-4.2938	-4.3327	-4.5657	0.63216
-4.2938	-4.3327	-4.5657	0.63216
-4.2938	-4.3327	-4.5657	0.63216
-2.6303	-2.6482	-2.7909	-0.56338
-2.6303	-2.6482	-2.7909	-0.56338
-2.6303	-2.6482	-2.7909	-0.56338
-2.6303	-2.6482	-2.7909	-0.56338
0	0	0	0
0	0	0	0
1.027	0.72029	0.12791	83.153
-1.027	-0.72029	-0.12791	-83.153
0.44632	0.44968	0.4498	-17.85
0.12138	0.12212	0.12655	0.35803
0.12138	0.12212	0.12655	0.35803
0.12138	0.12212	0.12655	0.35803
0.12138	0.12212	0.12655	0.35803
0.12103	0.12176	0.12619	0.35699
0.12103	0.12176	0.12619	0.35699
0.12103	0.12176	0.12619	0.35699
0.050394	0.050701	0.052543	0.14864
-1.172	-1.1888	-1.1858	-3.4487
0	0	0	0
-0.57021	-0.55266	-0.36289	0
1.287	1.2948	1.0754	3.7962
1.6203	1.6668	1.6675	0
1.0722e-16	-3.1882e-17	-0.2665	0
-0.28704	-0.29185	-0.60575	-1.3316
0	0	0	0
1.1866e-12	-7.4227e-17	-1.7638e-25	0
-0.8338	-0.78873	-0.76468	2.125
-4.7725e-12	0	-1.7337e-25	0
-1.1231	-1.0992	-1.0788	0
0	-1.3272e-16	0	2.3891e-17
-2.1644	-2.1524	-2.1116	-0.97593
-1.6168	-1.6218	-1.6086	0
0	2.1221e-17	0	2.3891e-17
1.7786	1.4933	1.0436	1.7802
0.34482	0.34482	0.34482	0.34482
0.34482	0.34482	0.34482	0.34482
0.37367	0.37384	0.3749	0.42991
0.90134	0.90683	0.93978	2.6587
0.72301	0.72741	0.75384	2.1326
0.72301	0.72741	0.75384	2.1326
0.13569	0.15723	0.42451	1.5666
0.69842	0.68553	0.59947	-25.791
0	0	0	0
0.034603	0.034814	0.036079	0.10207
0.034603	0.034814	0.036079	0.10207
0.00064224	0.00064615	0.00066963	0.0018944
0.0019918	0.002004	0.0020768	0.0058752
-2.0794e-24	1.7536e-24	0	-28.207
0	1.8239e-19	0	1.1155e-29
1.7301e-25	2.8813e-25	0	0
-2.1435e-24	5.729e-27	-7.3908e-25	3.3233e-30
-0.45692	-0.43684	-0.3876	0
-0.91837	-0.9238	-0.88512	9.3391
-1.3753	-1.3606	-1.2727	9.3391
0.060005	0.060371	0.062564	0.32732
0.060005	0.060371	0.062564	0.32732
0.060005	0.060371	0.062564	0.32732
0.060005	0.060371	0.062564	0.32732
0.64334	0.64232	0.63704	4.895
0.79691	0.80177	0.8309	2.3506
2.7127e-15	-5.5973e-13	-1.463e-12	-1.5839
-0.96254	-0.96099	-1.1064	14.818
2.8227	2.8302	3.0208	-12.604
0.073332	0.073779	0.07646	0.2163
0.073332	0.073779	0.07646	0.2163
0.073332	0.073779	0.07646	0.2163
0.073332	0.073779	0.07646	0.2163
0.073906	0.074356	0.077058	0.218
0.071861	0.072299	0.074926	0.21197
0.071861	0.072299	0.074926	0.21197
0.071861	0.072299	0.074926	0.21197
-0.94213	-0.94499	-0.93353	0.31403
0.065391	0.06579	0.06818	0.19288
-0.68151	-0.6839	-0.73262	-12.135
1.287	1.2948	1.3419	3.7962
0	0	0	0
0.84056	0.84392	0.89846	12.604
0	0	0	0
0.028845	0.029021	0.030075	0.085083
0.03116	0.03135	0.032489	0.091912
3.1765e-21	0	0	0
0.028845	0.029021	0.030075	0.085083
0.03116	0.03135	0.032489	0.091912
0	0	0	0
1.8687	1.4914	1.0848	4.337
2.853	2.8848	2.924	10.846
0	0	0	0
-0.16709	0.20217	0.36197	0
0.00028211	-2.282e-19	0.2257	0
-3.1005	-2.6845	-2.6696	0
0.3834	0.082945	0.097618	14.485
0.0049165	0.1273	0.34381	0
-2.3275	-2.3231	-2.2801	0.0004752
-1.6463	-1.6541	-1.6915	0.00021824
-0.68132	-0.66908	-0.58872	0
-2.3276	-2.3231	-2.2802	0
