0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-1.2615e-14	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.0093886	0.011977	0.024314	0.024486
0	0	0	2.5045e-10
0.0093886	0.011977	0.024314	0.024486
0	0.0012155	-3.5988e-27	0
0	-8.2448e-25	0.021234	0.018426
8.4987e-17	0	-3.1742e-17	0
0.16427	0.1374	0.29465	0
0.34681	0.31478	0.10303	0
-5.9063e-17	-5.136e-15	-1.5547e-16	7.5803e-18
0	0	0	0
0	4.9063e-17	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.24504	0.24744	0.52906	0
0	0	3.2938e-26	393.7
0	0	0	0
2.2194	0.086708	0	0
-3.0379e-15	1.3082e-15	1.3903e-14	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0.62221
0	0	0	0
0	0	4.856e-16	0
0	4.4268e-25	-7.229e-27	0.15836
-1.3292e-15	0	0	0.15836
-5.6207e-15	3.0739e-24	0	0.15836
0	0	0	0
2.5834	0.98981	0.95848	1.6141e-24
0	0	0	0
0	0	0	0
0	0	0	0
5.0576	6.48	7.9445	0
4.9121	6.2325	7.988	0
10.187	9.2888	9.7609	0.9171
4.6036	4.6444	4.8804	0.45855
6.5769	6.6405	6.9669	0
0	0	0	0
0	0	0	0
0	0	0	0
7.3414	2.6482	2.794	0.9171
2.6303	2.6482	2.794	0.9171
5.5021	2.6482	2.794	0.9171
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-4.5673e-17	1.8501e-17	8.2535e-18	0
7.028	0.55266	0.37328	0
1.3217	0	0	392.55
1.1183e-16	0	0.2952	0
0	0	0.49041	0
0	0	0	0
-9.5839e-09	2.0905e-17	0	0.35372
0.75844	0.65751	24.973	0
9.2531e-13	-7.9976e-16	2.4122e-26	0.35372
0	0	0	0
0	1.8297e-16	0	0.35372
0	0	2.1031	0
0	0	1.6357	0
0	-4.6353e-16	0	0.35372
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-3.8443e-19	7.3245e-25	0	1.0817e-25
-2.8005e-17	0	0	0
-1.095e-16	-3.5415e-25	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	1.8297e-25
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
5.5113	0	0	0
0	0	0	0
0	0	0	0
-3.1765e-21	0	0	1.9848e-11
0	0	0	0
0	0	0	0
0	0	0	0
-6.8481e-19	0	6.7166e-16	0
0	0	0.30754	0
0	0	0	0
0	0	0	0
0	0	0	0
2.291	2.2824	2.2863	0
1.7802	0.66187	0	0
2.3276	2.3231	2.2989	0
0	0	0	0
0	0	0	0
-1.6916e-20	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
-1.5171e-17	0	-1.1547e-16	0
2.5976e-25	1.0408e-24	3.3802e-18	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.31535	0	0.26929	0.21612
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2.8989e-16	0	8.1656e-27	0
2.0865e-16	4.9262e-25	0	3.4342e-25
0	0	0	0
0	0	0	0
0	0	0	0
5.061e-24	-6.1596e-18	0	0.2443
-2.2069e-14	0	0	0
7.1149e-16	1.6178e-17	0	1.3289e-14
211.79	2.4153	3.9484	0
0	0	0	0
0	-2.5381e-17	0	0
0	0	3.9484	0
0	0	0	0
9.7515	0	0	0
0	0	0	0
0	-1.258e-17	-2.4393e-25	0
0	0.026529	0.18135	0
3.1744	3.1995	3.3368	0
0	0	0	0
0	0	0	0
2.0253	1.296	1.4639	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.045334	0.055353	1.9737e-26	156.66
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
