MT_e1_0d - WT_0d_e1	4.945147e+01
MT_e1_1d - WT_1d_e1	2.922492e+01
MT_e1_7d - WT_7d_e1	4.335487e+01
MT_e1_21d - WT_21d_e1	1.569417e+02
