MT_e1_0d - WT_0d_e1	4.904468e+01
MT_e1_1d - WT_1d_e1	2.882105e+01
MT_e1_7d - WT_7d_e1	4.329500e+01
MT_e1_21d - WT_21d_e1	1.468629e+02
