MT_e1_0d - WT_0d_e1	4.946492e+01
MT_e1_1d - WT_1d_e1	2.903762e+01
MT_e1_7d - WT_7d_e1	4.340503e+01
MT_e1_21d - WT_21d_e1	5.461862e+02
